batch,instance,budget,completion_rows,checkpoint,method,seed,exact_repeat,method_objective,exact_objective,delta_vs_exact,outcome
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,10.0,qaia_200_10,0,0,74.0,,,method_only
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,10.0,qaia_200_10,1,1,74.0,,,method_only
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,10.0,qaia_200_10,2,2,74.0,,,method_only
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,10.0,greedy_4,0,0,67.0,,,method_only
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,10.0,greedy_4,1,1,72.0,,,method_only
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,10.0,greedy_4,2,2,72.0,,,method_only
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,10.0,greedy_10,0,0,68.0,,,method_only
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,10.0,greedy_10,1,1,70.0,,,method_only
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,10.0,greedy_10,2,2,68.0,,,method_only
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,30.0,qaia_50_4,0,0,65.0,64.0,1.0,exact
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,30.0,qaia_50_4,1,1,66.0,64.0,2.0,exact
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,30.0,qaia_50_4,2,2,64.0,64.0,0.0,tie
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,30.0,qaia_200_10,0,0,72.0,64.0,8.0,exact
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,30.0,qaia_200_10,1,1,70.0,64.0,6.0,exact
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,30.0,qaia_200_10,2,2,72.0,64.0,8.0,exact
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,30.0,greedy_4,0,0,62.0,64.0,-2.0,method
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,30.0,greedy_4,1,1,64.0,64.0,0.0,tie
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,30.0,greedy_4,2,2,64.0,64.0,0.0,tie
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,30.0,greedy_10,0,0,60.0,64.0,-4.0,method
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,30.0,greedy_10,1,1,64.0,64.0,0.0,tie
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,30.0,greedy_10,2,2,61.0,64.0,-3.0,method
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,60.0,qaia_50_4,0,0,62.0,62.0,0.0,tie
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,60.0,qaia_50_4,1,1,65.0,62.0,3.0,exact
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,60.0,qaia_50_4,2,2,64.0,62.0,2.0,exact
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,60.0,qaia_200_10,0,0,64.0,62.0,2.0,exact
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,60.0,qaia_200_10,1,1,61.0,62.0,-1.0,method
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,60.0,qaia_200_10,2,2,64.0,62.0,2.0,exact
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,60.0,greedy_4,0,0,62.0,62.0,0.0,tie
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,60.0,greedy_4,1,1,64.0,62.0,2.0,exact
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,60.0,greedy_4,2,2,58.0,62.0,-4.0,method
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,60.0,greedy_10,0,0,60.0,62.0,-2.0,method
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,60.0,greedy_10,1,1,62.0,62.0,0.0,tie
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,60.0,greedy_10,2,2,58.0,62.0,-4.0,method
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,120.0,qaia_50_4,0,0,56.0,62.0,-6.0,method
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,120.0,qaia_50_4,1,1,57.0,62.0,-5.0,method
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,120.0,qaia_50_4,2,2,56.0,62.0,-6.0,method
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,120.0,qaia_200_10,0,0,62.0,62.0,0.0,tie
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,120.0,qaia_200_10,1,1,60.0,62.0,-2.0,method
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,120.0,qaia_200_10,2,2,56.0,62.0,-6.0,method
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,120.0,greedy_4,0,0,62.0,62.0,0.0,tie
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,120.0,greedy_4,1,1,64.0,62.0,2.0,exact
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,120.0,greedy_4,2,2,58.0,62.0,-4.0,method
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,120.0,greedy_10,0,0,60.0,62.0,-2.0,method
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,120.0,greedy_10,1,1,62.0,62.0,0.0,tie
acn_scale_v4_grid,2019-03-07_N20_C5,120.0,vehicle,120.0,greedy_10,2,2,58.0,62.0,-4.0,method
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,1.0,qaia_50_4,0,0,,,,both_missing
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,1.0,qaia_50_4,1,1,,,,both_missing
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,1.0,qaia_50_4,2,2,,,,both_missing
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,1.0,qaia_200_10,0,0,,,,both_missing
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,1.0,qaia_200_10,1,1,,,,both_missing
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,1.0,qaia_200_10,2,2,,,,both_missing
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,1.0,greedy_4,0,0,,,,both_missing
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,1.0,greedy_4,1,1,,,,both_missing
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,1.0,greedy_4,2,2,,,,both_missing
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,1.0,greedy_10,0,0,,,,both_missing
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,1.0,greedy_10,1,1,,,,both_missing
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,1.0,greedy_10,2,2,,,,both_missing
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,10.0,qaia_50_4,0,0,80.0,72.0,8.0,exact
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,10.0,qaia_50_4,1,1,80.0,72.0,8.0,exact
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,10.0,qaia_50_4,2,2,80.0,72.0,8.0,exact
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,10.0,qaia_200_10,0,0,80.0,72.0,8.0,exact
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,10.0,qaia_200_10,1,1,75.0,72.0,3.0,exact
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,10.0,qaia_200_10,2,2,75.0,72.0,3.0,exact
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,10.0,greedy_4,0,0,71.0,72.0,-1.0,method
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,10.0,greedy_4,1,1,72.0,72.0,0.0,tie
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,10.0,greedy_4,2,2,79.0,72.0,7.0,exact
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,10.0,greedy_10,0,0,70.0,72.0,-2.0,method
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,10.0,greedy_10,1,1,67.0,72.0,-5.0,method
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,10.0,greedy_10,2,2,73.0,72.0,1.0,exact
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,30.0,qaia_50_4,0,0,73.0,72.0,1.0,exact
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,30.0,qaia_50_4,1,1,73.0,72.0,1.0,exact
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,30.0,qaia_50_4,2,2,76.0,72.0,4.0,exact
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,30.0,qaia_200_10,0,0,71.0,72.0,-1.0,method
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,30.0,qaia_200_10,1,1,75.0,72.0,3.0,exact
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,30.0,qaia_200_10,2,2,72.0,72.0,0.0,tie
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,30.0,greedy_4,0,0,71.0,72.0,-1.0,method
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,30.0,greedy_4,1,1,72.0,72.0,0.0,tie
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,30.0,greedy_4,2,2,79.0,72.0,7.0,exact
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,30.0,greedy_10,0,0,70.0,72.0,-2.0,method
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,30.0,greedy_10,1,1,67.0,72.0,-5.0,method
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,30.0,greedy_10,2,2,73.0,72.0,1.0,exact
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,60.0,qaia_50_4,0,0,73.0,72.0,1.0,exact
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,60.0,qaia_50_4,1,1,73.0,72.0,1.0,exact
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,60.0,qaia_50_4,2,2,76.0,72.0,4.0,exact
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,60.0,qaia_200_10,0,0,71.0,72.0,-1.0,method
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,60.0,qaia_200_10,1,1,75.0,72.0,3.0,exact
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,60.0,qaia_200_10,2,2,72.0,72.0,0.0,tie
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,60.0,greedy_4,0,0,71.0,72.0,-1.0,method
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,60.0,greedy_4,1,1,72.0,72.0,0.0,tie
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,60.0,greedy_4,2,2,79.0,72.0,7.0,exact
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,60.0,greedy_10,0,0,70.0,72.0,-2.0,method
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,60.0,greedy_10,1,1,67.0,72.0,-5.0,method
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,60.0,greedy_10,2,2,73.0,72.0,1.0,exact
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,120.0,qaia_50_4,0,0,73.0,72.0,1.0,exact
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,120.0,qaia_50_4,1,1,73.0,72.0,1.0,exact
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,120.0,qaia_50_4,2,2,76.0,72.0,4.0,exact
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,120.0,qaia_200_10,0,0,71.0,72.0,-1.0,method
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,120.0,qaia_200_10,1,1,75.0,72.0,3.0,exact
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,120.0,qaia_200_10,2,2,72.0,72.0,0.0,tie
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,120.0,greedy_4,0,0,71.0,72.0,-1.0,method
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,120.0,greedy_4,1,1,72.0,72.0,0.0,tie
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,120.0,greedy_4,2,2,79.0,72.0,7.0,exact
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,120.0,greedy_10,0,0,70.0,72.0,-2.0,method
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,120.0,greedy_10,1,1,67.0,72.0,-5.0,method
acn_scale_v4_grid,2019-03-07_N24_C6,120.0,vehicle,120.0,greedy_10,2,2,73.0,72.0,1.0,exact
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,1.0,qaia_50_4,0,0,,,,both_missing
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,1.0,qaia_50_4,1,1,,,,both_missing
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,1.0,qaia_50_4,2,2,,,,both_missing
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,1.0,qaia_200_10,0,0,87.0,,,method_only
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,1.0,qaia_200_10,1,1,87.0,,,method_only
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,1.0,qaia_200_10,2,2,87.0,,,method_only
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,1.0,greedy_4,0,0,67.0,,,method_only
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,1.0,greedy_4,1,1,72.0,,,method_only
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,1.0,greedy_4,2,2,77.0,,,method_only
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,1.0,greedy_10,0,0,84.0,,,method_only
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,1.0,greedy_10,1,1,,,,both_missing
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,1.0,greedy_10,2,2,68.0,,,method_only
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,10.0,qaia_50_4,0,0,73.0,74.0,-1.0,method
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,10.0,qaia_50_4,1,1,74.0,74.0,0.0,tie
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,10.0,qaia_50_4,2,2,73.0,74.0,-1.0,method
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,10.0,qaia_200_10,0,0,70.0,74.0,-4.0,method
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,10.0,qaia_200_10,1,1,74.0,74.0,0.0,tie
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,10.0,qaia_200_10,2,2,74.0,74.0,0.0,tie
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,10.0,greedy_4,0,0,67.0,74.0,-7.0,method
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,10.0,greedy_4,1,1,72.0,74.0,-2.0,method
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,10.0,greedy_4,2,2,71.0,74.0,-3.0,method
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,10.0,greedy_10,0,0,67.0,74.0,-7.0,method
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,10.0,greedy_10,1,1,74.0,74.0,0.0,tie
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,10.0,greedy_10,2,2,68.0,74.0,-6.0,method
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,30.0,qaia_50_4,0,0,73.0,74.0,-1.0,method
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,30.0,qaia_50_4,1,1,69.0,74.0,-5.0,method
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,30.0,qaia_50_4,2,2,73.0,74.0,-1.0,method
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,30.0,qaia_200_10,0,0,62.0,74.0,-12.0,method
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,30.0,qaia_200_10,1,1,70.0,74.0,-4.0,method
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,30.0,qaia_200_10,2,2,70.0,74.0,-4.0,method
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,30.0,greedy_4,0,0,67.0,74.0,-7.0,method
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,30.0,greedy_4,1,1,70.0,74.0,-4.0,method
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,30.0,greedy_4,2,2,69.0,74.0,-5.0,method
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,30.0,greedy_10,0,0,67.0,74.0,-7.0,method
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,30.0,greedy_10,1,1,73.0,74.0,-1.0,method
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,30.0,greedy_10,2,2,58.0,74.0,-16.0,method
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,60.0,qaia_50_4,0,0,69.0,70.0,-1.0,method
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,60.0,qaia_50_4,1,1,58.0,70.0,-12.0,method
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,60.0,qaia_50_4,2,2,59.0,70.0,-11.0,method
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,60.0,qaia_200_10,0,0,58.0,70.0,-12.0,method
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,60.0,qaia_200_10,1,1,58.0,70.0,-12.0,method
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,60.0,qaia_200_10,2,2,58.0,70.0,-12.0,method
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,60.0,greedy_4,0,0,61.0,70.0,-9.0,method
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,60.0,greedy_4,1,1,58.0,70.0,-12.0,method
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,60.0,greedy_4,2,2,58.0,70.0,-12.0,method
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,60.0,greedy_10,0,0,58.0,70.0,-12.0,method
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,60.0,greedy_10,1,1,66.0,70.0,-4.0,method
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,60.0,greedy_10,2,2,58.0,70.0,-12.0,method
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,120.0,qaia_50_4,0,0,58.0,58.0,0.0,tie
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,120.0,qaia_50_4,1,1,58.0,58.0,0.0,tie
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,120.0,qaia_50_4,2,2,58.0,58.0,0.0,tie
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,120.0,qaia_200_10,0,0,58.0,58.0,0.0,tie
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,120.0,qaia_200_10,1,1,58.0,58.0,0.0,tie
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,120.0,qaia_200_10,2,2,58.0,58.0,0.0,tie
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,120.0,greedy_4,0,0,58.0,58.0,0.0,tie
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,120.0,greedy_4,1,1,58.0,58.0,0.0,tie
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,120.0,greedy_4,2,2,58.0,58.0,0.0,tie
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,120.0,greedy_10,0,0,58.0,58.0,0.0,tie
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,120.0,greedy_10,1,1,60.0,58.0,2.0,exact
acn_scale_v4_grid,2019-03-08_N16_C4,120.0,vehicle,120.0,greedy_10,2,2,58.0,58.0,0.0,tie
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,1.0,qaia_50_4,0,0,73.0,87.0,-14.0,method
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,1.0,qaia_50_4,1,1,73.0,87.0,-14.0,method
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,1.0,qaia_50_4,2,2,73.0,87.0,-14.0,method
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,1.0,qaia_200_10,0,0,69.0,87.0,-18.0,method
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,1.0,qaia_200_10,1,1,87.0,87.0,0.0,tie
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,1.0,qaia_200_10,2,2,87.0,87.0,0.0,tie
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,1.0,greedy_4,0,0,73.0,87.0,-14.0,method
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,1.0,greedy_4,1,1,73.0,87.0,-14.0,method
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,1.0,greedy_4,2,2,,87.0,,exact_only
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,1.0,greedy_10,0,0,,87.0,,exact_only
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,1.0,greedy_10,1,1,74.0,87.0,-13.0,method
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,1.0,greedy_10,2,2,,87.0,,exact_only
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,10.0,qaia_50_4,0,0,73.0,74.0,-1.0,method
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,10.0,qaia_50_4,1,1,73.0,74.0,-1.0,method
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,10.0,qaia_50_4,2,2,73.0,74.0,-1.0,method
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,10.0,qaia_200_10,0,0,69.0,74.0,-5.0,method
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,10.0,qaia_200_10,1,1,72.0,74.0,-2.0,method
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,10.0,qaia_200_10,2,2,70.0,74.0,-4.0,method
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,10.0,greedy_4,0,0,70.0,74.0,-4.0,method
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,10.0,greedy_4,1,1,70.0,74.0,-4.0,method
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,10.0,greedy_4,2,2,73.0,74.0,-1.0,method
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,10.0,greedy_10,0,0,70.0,74.0,-4.0,method
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,10.0,greedy_10,1,1,71.0,74.0,-3.0,method
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,10.0,greedy_10,2,2,71.0,74.0,-3.0,method
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,30.0,qaia_50_4,0,0,73.0,74.0,-1.0,method
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,30.0,qaia_50_4,1,1,73.0,74.0,-1.0,method
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,30.0,qaia_50_4,2,2,73.0,74.0,-1.0,method
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,30.0,qaia_200_10,0,0,69.0,74.0,-5.0,method
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,30.0,qaia_200_10,1,1,69.0,74.0,-5.0,method
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,30.0,qaia_200_10,2,2,70.0,74.0,-4.0,method
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,30.0,greedy_4,0,0,70.0,74.0,-4.0,method
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,30.0,greedy_4,1,1,70.0,74.0,-4.0,method
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,30.0,greedy_4,2,2,73.0,74.0,-1.0,method
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,30.0,greedy_10,0,0,70.0,74.0,-4.0,method
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,30.0,greedy_10,1,1,71.0,74.0,-3.0,method
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,30.0,greedy_10,2,2,71.0,74.0,-3.0,method
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,60.0,qaia_50_4,0,0,73.0,58.0,15.0,exact
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,60.0,qaia_50_4,1,1,73.0,58.0,15.0,exact
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,60.0,qaia_50_4,2,2,73.0,58.0,15.0,exact
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,60.0,qaia_200_10,0,0,69.0,58.0,11.0,exact
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,60.0,qaia_200_10,1,1,65.0,58.0,7.0,exact
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,60.0,qaia_200_10,2,2,58.0,58.0,0.0,tie
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,60.0,greedy_4,0,0,68.0,58.0,10.0,exact
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,60.0,greedy_4,1,1,70.0,58.0,12.0,exact
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,60.0,greedy_4,2,2,70.0,58.0,12.0,exact
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,60.0,greedy_10,0,0,70.0,58.0,12.0,exact
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,60.0,greedy_10,1,1,71.0,58.0,13.0,exact
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,60.0,greedy_10,2,2,70.0,58.0,12.0,exact
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,120.0,qaia_50_4,0,0,63.0,58.0,5.0,exact
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,120.0,qaia_50_4,1,1,63.0,58.0,5.0,exact
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,120.0,qaia_50_4,2,2,63.0,58.0,5.0,exact
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,120.0,qaia_200_10,0,0,69.0,58.0,11.0,exact
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,120.0,qaia_200_10,1,1,58.0,58.0,0.0,tie
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,120.0,qaia_200_10,2,2,58.0,58.0,0.0,tie
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,120.0,greedy_4,0,0,61.0,58.0,3.0,exact
acn_scale_v4_grid,2019-03-08_N20_C5,120.0,vehicle,120.0,greedy_4,1,1,58.0,58.0,0.0,tie
